390000.0,7
400000.0,173
410000.0,226
420000.0,94
430000.0,63
440000.0,103
450000.0,102
460000.0,68
470000.0,333
480000.0,455
490000.0,638
500000.0,409
510000.0,523
520000.0,572
530000.0,390
540000.0,572
550000.0,595
560000.0,416
570000.0,553
580000.0,580
590000.0,437
600000.0,562
610000.0,585
620000.0,412
630000.0,600
640000.0,556
650000.0,276
660000.0,590
670000.0,463
680000.0,710
690000.0,523
700000.0,458
710000.0,621
720000.0,468
730000.0,634
740000.0,603
750000.0,320
760000.0,625
770000.0,478
780000.0,630
790000.0,609
800000.0,570
810000.0,976
820000.0,701
830000.0,736
840000.0,573
850000.0,576
860000.0,845
870000.0,1045
880000.0,1211
890000.0,241
900000.0,11
910000.0,9
920000.0,9
930000.0,8
940000.0,14
950000.0,14
960000.0,10
970000.0,7
980000.0,15
990000.0,13
1000000.0,13
1010000.0,17
1020000.0,18
1030000.0,9
1040000.0,13
1050000.0,8
1060000.0,5
1070000.0,7
1080000.0,6
1090000.0,7
1100000.0,6
1110000.0,4
1120000.0,2
1130000.0,4
1140000.0,6
1150000.0,6
1160000.0,4
1170000.0,5
1180000.0,1
1190000.0,3
1200000.0,2
1210000.0,5
1220000.0,3
1230000.0,5
1240000.0,2
1250000.0,9
1260000.0,10
1270000.0,8
1280000.0,3
1290000.0,3
1300000.0,2
1310000.0,12
1320000.0,10
1330000.0,16
1340000.0,17
1350000.0,10
1360000.0,10
1370000.0,4
1380000.0,20
1390000.0,8
1400000.0,8
1410000.0,7
1420000.0,9
1430000.0,10
1440000.0,8
1450000.0,11
1460000.0,8
1470000.0,3
1480000.0,5
1490000.0,5
1500000.0,6
1510000.0,8
1520000.0,5
1530000.0,4
1540000.0,2
1550000.0,5
1560000.0,5
1570000.0,1
1580000.0,6
1600000.0,1
1610000.0,3
1620000.0,4
1640000.0,1
1680000.0,5
1690000.0,2
1700000.0,2
1710000.0,1
1740000.0,3
1770000.0,1
1790000.0,1
1820000.0,1
1840000.0,1
1850000.0,1
1870000.0,1
1880000.0,4
1890000.0,2
1900000.0,2
1910000.0,2
1920000.0,1
1930000.0,3
1940000.0,2
1950000.0,1
1960000.0,3
1970000.0,1
1990000.0,4
2000000.0,1
2020000.0,2
2050000.0,1
2060000.0,3
2070000.0,1
2080000.0,3
2090000.0,1
2100000.0,3
2110000.0,2
2130000.0,1
2140000.0,1
2150000.0,2
2160000.0,1
2170000.0,1
2180000.0,1
2190000.0,1
2200000.0,2
2210000.0,1
2220000.0,3
2230000.0,2
2240000.0,6
2250000.0,4
2270000.0,2
2280000.0,2
2290000.0,5
2300000.0,1
2310000.0,2
2320000.0,7
2330000.0,3
2340000.0,6
2350000.0,6
2360000.0,14
2370000.0,16
2380000.0,12
2390000.0,25
2400000.0,15
2410000.0,22
2420000.0,21
2430000.0,27
2440000.0,28
2450000.0,19
2460000.0,11
2470000.0,14
2480000.0,15
2490000.0,22
2500000.0,19
2510000.0,23
2520000.0,32
2530000.0,30
2540000.0,79
2550000.0,60
2560000.0,30
2570000.0,19
2580000.0,8
2590000.0,4
2600000.0,4
2610000.0,1
2620000.0,3
2630000.0,1
2650000.0,1
2660000.0,1
2680000.0,2
2690000.0,1
2700000.0,2
2710000.0,1
2720000.0,2
2740000.0,4
2750000.0,3
2770000.0,4
2780000.0,2
2800000.0,5
2810000.0,1
2820000.0,2
2830000.0,3
2840000.0,1
2850000.0,3
2860000.0,3
2870000.0,1
2880000.0,1
2890000.0,1
2900000.0,1
2910000.0,2
2920000.0,3
2930000.0,1
2940000.0,3
2950000.0,1
2960000.0,1
2970000.0,4
2980000.0,4
2990000.0,2
3000000.0,1
3030000.0,2
3050000.0,2
3060000.0,3
3070000.0,2
3080000.0,1
3100000.0,1
3110000.0,1
3120000.0,4
3130000.0,2
3140000.0,4
3150000.0,1
3160000.0,1
3170000.0,4
3180000.0,4
3190000.0,7
3200000.0,2
3210000.0,6
3220000.0,6
3230000.0,5
3240000.0,7
3250000.0,6
3260000.0,4
3270000.0,3
3280000.0,4
3290000.0,4
3300000.0,10
3310000.0,3
3320000.0,4
3330000.0,14
3340000.0,7
3350000.0,8
3360000.0,8
3370000.0,7
3380000.0,7
3390000.0,5
3400000.0,2
3410000.0,3
3420000.0,4
3430000.0,2
3440000.0,8
3450000.0,8
3460000.0,8
3470000.0,6
3480000.0,3
3490000.0,6
3500000.0,3
3510000.0,5
3520000.0,5
3530000.0,1
3540000.0,1
3550000.0,4
3560000.0,3
3570000.0,3
3580000.0,2
3590000.0,3
3600000.0,2
3610000.0,2
3620000.0,6
3630000.0,4
3640000.0,3
3650000.0,2
3660000.0,2
3670000.0,2
3680000.0,1
3690000.0,4
3700000.0,3
3710000.0,3
3720000.0,3
3730000.0,5
3740000.0,3
3750000.0,4
3760000.0,8
3770000.0,3
